"","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age","age.months","estimated.age.mo","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park"
"191","p3r6",34,2,"E10",77.46423585,"y",NA,78.24001223,76.68845946,1.097113485,1.41628388,-0.127618866330765,77.4812516988441,NA,NA,"not enough DNA in HpaII rxn",996,"caha",567,2015-07-09,"DNA_3","65","DNA","R","WB","245",NA,NA,NA,"orig samps, plates 1-4","1",NA,"carhartt",NA,567,0,"wnk,bmp","130m w aardvark t",746433,9836764,"m","subadult",15,NA,NA,"natal","bado","bado",33,1.9,NA,2015-07-09 07:05:00,2015-07-09 07:12:00,2015-07-09 07:16:00,0,NA,NA,0,1,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"57/63",57,63,43.05,NA,NA,NA,NA,11.9,14.5,10.3,8.1,26.2,44,NA,0.86,22.7,42.5,72.3,"l",18.8,25.1,23.2,25.5,73.2,21,37.11,32.11,"l",22.9,21.82,16.62,21.91,34.54,NA,59.17,NA,NA,21.82,19.17,14.22,24.92,19.27,19.5,1.78,1.84,"none","none noted","good",NA,NA,2,NA,NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,"09-may-14","23-nov-14",NA,"ffl","31-mar-14",0,NA,"",NA,NA,"talek",""
"192","p3r6",35,2,"E11",75.89228768,"y",NA,76.38720084,75.39737453,0.699912896,0.922245088,-0.127618866330765,75.9135574910551,NA,NA,"not enough DNA in MspI or HpaII rxn",998,"buu",575,2015-05-28,"DNA_3","67","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"buu",NA,575,0,"bmp,wnk,mtf,cmo","160m ne little bend x",744386,9838694,"m","subddult",14,NA,NA,"natal","bado","bado",34.2,1.9,NA,2015-05-28 07:00:00,2015-05-28 07:06:00,2015-05-28 07:10:00,0,NA,NA,0,0,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,NA,0,0,0,"54/55",54,55,37.62,NA,NA,NA,NA,14.5,17,11,10,26.5,44,NA,93,20.5,41,67.8,"r",18.2,25.5,25,25.5,71.2,24,26.64,28.33,"l",22.27,26.16,14.03,18.63,35.34,93.84,74.39,NA,NA,20.54,19.81,13.21,23.54,20.66,21.17,1.02,1.11,"none","not noted","healthy","none","3 rna tubes taken",1.5,NA,NA,NA,"2 rna tubes, 6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,"27-apr-14","19-oct-14","25-may-16","alfe","16-mar-14",1,1,"",NA,NA,"talek",""
"193","p3r6",36,2,"E12",78.65132958,"y",NA,78.4196253,78.88303386,0.327679335,0.416622753,-0.127618866330765,78.6768533532662,NA,NA,NA,1011,"kto",760,2008-08-10,"DNA_4","1","DNA","O","WB","500",NA,NA,NA,"orig samps, plates 1-4","1",NA,"kto",NA,NA,0,"adw,ljc","400 m e blvd den",744645,9839020,"m","adult",NA,118,NA,"immigrant","ok","ok",53,2,0.6,2008-08-10 07:00:00,2008-08-10 07:17:00,2008-08-10 07:23:00,0,NA,NA,0,2,0,0,5,1,6,0,1,NA,2,3,1,0,NA,NA,NA,NA,NA,0,0,0,"65/77",65,77,41,NA,NA,NA,7.7,13,18,11.4,9,29.8,51.3,17,97.2,24.4,48,76.5,"l",20.4,27,25.5,28.8,80,24.4,37.32,36.71,"l",21.13,25.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24,NA,NA,9.55,8.36,"1","none","good","bad teeth measures","electroejaculated successfully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-aug-03",NA,"24-sep-15","",NA,NA,NA,"",NA,NA,"talek","tk"
"194","p3r6",26,1,"E2",76.74071348,"y",NA,76.43502485,77.04640212,0.432309011,0.563337232,-0.127618866330765,76.7236976311559,NA,"low 230",NA,981,"digs",1048,2014-09-23,"DNA_3","48","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"diggory",NA,1048,0,"tmm,eds,mas","crunks den",NA,NA,"f","adult",NA,NA,NA,"natal","lactating","lactating",NA,2.7,NA,2014-09-23 08:53:00,2014-09-23 09:01:00,2014-09-23 09:12:00,0,"150.699",NA,0,4,0,1,5,1,4,0,1,"1 hair",0,3,1,0,NA,NA,NA,NA,"ticks,  lf",0,0,0,"79",79,NA,35.37,NA,NA,NA,NA,12,18,11.5,10,31,52.2,NA,104.5,21.5,46,81,"r",19.5,25,25,19.5,77.5,24,18.71,NA,"r",21.8,27.8,14.6,21.2,35.1,97.6,81.2,NA,NA,21.4,19,13.3,26.6,16,15.1,7.9,8.37,"cavity lower left incisor","none","very skinny","deep wound on right shoulder, puss oozing, left shoulder puncture wounds, lots of scarring right hind leg, scars on back","no weight, scale broken, 2 different measurements for lower pm3 height and crown length",1,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"24-jul-08",NA,"31-mar-15","",NA,NA,NA,"","03-aug-15",NA,"serena.n","tr"
"195","p3r6",27,1,"E3",78.21474593,"y",NA,78.06300083,78.36649102,0.214599969,0.274372775,-0.127618866330765,78.2019840433669,NA,"low 230",NA,983,"lugi",565,2014-12-08,"DNA_3","51","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"luigi",NA,565,0,"bmp,wnk,cmo","360 nw pond l x",742753,9836202,"f","subadult",15,NA,NA,"natal","bado","bado",39,2.1,NA,2014-12-08 07:20:00,2014-12-08 07:24:00,2014-12-08 07:31:00,0,NA,NA,0,4,0,1,5,1,4,0,1,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"77/77",77,77,37.72,NA,NA,NA,NA,11,15.3,9.4,7.6,26.5,44.7,NA,78.6,24,43.5,73,"l",19,24,24,24.7,76.1,23.7,NA,NA,"l",24.55,21.45,12.04,16.99,33.61,89.83,73.28,NA,NA,19.32,19.86,14.31,23.61,20.4,20.04,0.67,0.97,"none noted","none noted","healthy","old small scar on back",NA,2,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,"18-mar-14",NA,NA,"cart","18-aug-13",1,2,"",NA,NA,"talek",""
"196","p3r6",28,1,"E4",78.00799988,"y",NA,77.428166,78.58783377,0.82000894,1.0511857,-0.127618866330765,77.999491955578,NA,NA,NA,987,"lyco",540,2015-03-01,"DNA_3","55","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"lycos",NA,540,0,"bmp,att,al","democracy den",742140,9835529,"f","subadult",24,NA,NA,"natal","bado","bado",47.2,2.2,NA,2015-03-01 08:25:00,2015-03-01 08:29:00,2015-03-01 08:34:00,0,NA,NA,0,4,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"ticks, lf",0,0,0,"57/60",57,60,38.54,NA,NA,NA,NA,13.8,17.1,0.2,9.5,28,48.5,NA,96.2,25.1,47.3,75.5,"r",16.5,25.2,26.3,26.5,76.3,22,10.51,NA,"l",22.73,26.24,13.87,21.39,34.88,95.37,77.96,NA,NA,20.92,20.36,15.13,24.93,20.54,20.47,2.08,2.05,"none","not noted","good",NA,"virus on face",2,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,"10-jun-13",NA,NA,"bab","26-mar-13",1,NA,"",NA,NA,"talek","tk"
"197","p3r6",29,1,"E5",75.72407474,"y",NA,76.00047818,75.44767131,0.390893486,0.516207676,-0.127618866330765,75.719820777789,NA,NA,NA,991,"tian",529,2014-08-01,"DNA_3","60","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"tiana",NA,529,0,"sgj,att,bmp,cmo","pond lugga x",743133,9836225,"f","subadult",13,NA,NA,"natal","bado","bado",33.2,2.1,NA,2014-08-01 07:27:00,2014-08-01 07:31:00,2014-08-01 07:47:00,0,NA,NA,0,5,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"83/87",83,87,57.55,NA,NA,NA,NA,10.5,13,10.8,8.9,26,44,NA,77.2,26.5,42,70,"l",16.1,22,20.3,25.1,59.3,21.9,3.66,NA,"r",22.48,14.26,10.32,12.1,35.66,87.92,71.95,NA,NA,21.06,13.12,14.59,19.29,16.69,17.04,1.01,0.98,"none","adult teeth still errupting","healthy","none",NA,2.5,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"08-aug-13",NA,NA,"parc","04-jul-13",1,2,"",NA,NA,"talek","tk"
"198","p3r6",31,2,"E7",76.53164774,"y",NA,76.14635646,76.91693902,0.54488415,0.711972322,-0.127618866330765,76.535901702211,NA,"low 280; low 230",NA,993,"jlt",561,2014-09-15,"DNA_3","62","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"jolteon",NA,561,0,"bmp,cmo,att,al","aardvark t",746590,9836647,"m","subadult",18,NA,NA,"natal","bado","bado",42.8,2,1,2014-09-15 07:41:00,2014-09-15 07:45:00,2014-09-15 07:54:00,0,NA,NA,0,4,NA,1,5,1,4,1,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"72/93",72,93,43.68,NA,NA,NA,NA,12.2,14.5,11,8.4,26.5,45.6,NA,89,23.4,43.3,73.4,"r",17.27,25,23.2,25.7,71.5,24.3,33.6,39,"l",21.95,27.54,13.97,18.43,37.1,91.12,73.74,NA,NA,20.23,17.45,14.74,26.73,20.57,20.44,0.88,0.88,"none","none noted","not noted","2 wounds on front right leg,1 fresh wound front dew claw, virus on face","no paste",1.5,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,"13-nov-13",NA,NA,"mgta","23-mar-13",1,2,"",NA,"04-dec-13","talek","tk"
"199","p3r6",32,2,"E8",74.87956695,"y",NA,75.53111745,74.22801645,0.921431556,1.230551396,-0.127618866330765,74.888074874422,NA,"low 230","not enough DNA in HpaII rxn",994,"sopa",552,2014-07-22,"DNA_3","63","DNA","O","WB","250",NA,NA,NA,"orig samps, plates 1-4","1",NA,"sopa",NA,552,0,"kdsl,bmp,scj","vulture x",747741,9837853,"m","subadult",12,NA,NA,"natal","bado","bado",30.8,1.7,0.85,2014-07-22 08:24:00,2014-07-22 08:30:00,2014-07-22 08:42:00,0,NA,NA,0,1,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"89/86",89,86,36.81,NA,NA,NA,NA,12.5,16,9.5,7.2,24,41.9,NA,76,23,41.7,69.5,"l",16,23,22.2,25.3,60.5,23.6,30.1,34.43,"r",22.03,16.06,7.29,11.32,11.32,86.88,72.68,NA,NA,21.79,14.7,13.59,21.78,15.95,15.84,0.64,0.87,"none","adult teeth still errupting","good","none",NA,2.5,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"15-aug-13",NA,"15-jan-16","wran","21-jul-13",NA,NA,"",NA,"07-jun-14","talek",""
"200","p3r6",33,2,"E9",78.15698853,"y",NA,78.04045778,78.27351929,0.164799374,0.210856862,-0.127618866330765,78.1697504166331,NA,"low 230","not enough DNA in HpaII rxn",995,"rion",557,2015-05-17,"DNA_3","64","DNA","R","WB","245",NA,NA,NA,"orig samps, plates 1-4","1",NA,"rio negro",NA,557,0,"bmp,wnk,mtf","420m ne stupid tree",747282,9836793,"m","subddult",12,NA,NA,"natal","bado","bado",35.6,1.9,NA,2015-05-17 07:04:00,2015-05-17 07:09:00,2015-05-17 07:13:00,0,NA,NA,0,1,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"55/58",55,58,38.16,NA,NA,NA,NA,14,15.4,11,7.9,27,46,NA,79.9,22,45.5,71.5,"l",18.4,23.6,22.8,23.8,70.7,24.2,28.82,33.8,"r",22.44,18.19,13.35,16.5,37.51,88.9,72.56,NA,NA,29.6,17.2,13.96,16.63,21.7,21.69,1.28,0.96,"none","adult teeth still errupting,","good","fresh finger nail sized wound above right eye,",NA,2,NA,NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,"20-may-14",NA,NA,"hel","29-apr-14",1,1,"",NA,NA,"talek",""
"201","p3r6",37,2,"G1",77.37231569,"y",NA,78.35703782,76.38759355,1.392607398,1.799878142,-0.127618866330765,77.4020934254772,NA,"low 230",NA,1013,"bca",794,2009-10-29,"DNA_4","3","DNA","O","WB","200",NA,NA,NA,"orig samps, plates 1-4","1",NA,"bca",NA,794,0,"ljc, dwl","600m ne top bane lugga",747274,9834882,"m","adult",NA,128,NA,"immigrant","ok","ok",64.8,2.9,1,2009-10-29 07:45:00,2009-10-29 07:55:00,2009-10-29 08:02:00,0,NA,NA,0,3,1,1,4,1,4,1,2,"semen?",2,1,3,0,NA,NA,NA,NA,"none seen",0,0,0,"60/57",60,57,45.4,NA,NA,NA,7.9,12.6,18.7,11.8,9.3,21.7,54.2,NA,97.6,24.8,52.8,87.3,"r",20.1,24.8,25.7,25.6,78.3,24,44.82,41.27,"r",22.09,28.06,14.04,22.56,34.74,94.45,75.93,NA,NA,21.13,20.02,13.57,23.65,13.47,12.76,9,10.53,"2","none","fat","some small scars all over body","successful catheterization & ee; had diarrhea",1.75,"didn't produce semen till very late in the process & didn't produce much",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"21-sep-02",NA,"07-aug-11","",NA,NA,NA,"",NA,NA,"talek","tk"
"202","p3r6",46,2,"G10",75.25372437,"y",NA,75.73767053,74.7697782,0.684403225,0.909460934,-0.127618866330765,75.3217877653764,NA,NA,NA,1045,"hum",799,2006-03-29,"DNA_4","48","DNA","O","WB","600",NA,NA,NA,"orig samps, plates 1-4","1",NA,"hum",755,799,0,"adw, alc","top ft lugga",743827,9840313,"m","subadult",17,NA,NA,"natal","bado","bado",36.8,1.3,0.5,2006-03-29 09:50:00,2006-03-29 10:03:00,2006-03-29 10:05:00,0,NA,NA,0,1,1,0,2,1,2,0,1,"hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"53/57",53,57,30,NA,NA,NA,7.6,12,15,11,9,26,46,14.9,28,22.5,45,71.7,"l",20,26,22,24.5,71,21.3,31.2,30.2,"l",21.85,23.9,13.5,19.8,33.3,90.55,72.8,91.6,20.8,19.8,18.7,13.5,22.9,19.75,19.75,NA,NA,"1","none","good","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"03-dec-04","24-sep-05","08-jul-06","mp","30-oct-04",1,1,"humans","07-jul-06","29-aug-05","talek",""
"203","p3r6",47,2,"G11",74.25417095,"y",NA,74.41728103,74.09106086,0.2306725,0.310652584,-0.127618866330765,74.3264883075874,NA,NA,NA,1053,"alum",730,2004-04-28,"DNA_4","57","DNA","O","WB","300",NA,NA,NA,"orig samps, plates 1-4","1",NA,"alum",730,NA,0,"jes,jbt","360 m nw-coral reef",745579,9839825,"m","cub",9,NA,1,"natal","bado","bado",19.6,0.9,NA,2004-04-28 06:49:00,2004-04-28 06:52:00,2004-04-28 06:59:00,0,NA,NA,0,1,1,NA,2,1,2,0,0,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"63/63",63,63,33.8,NA,NA,NA,6.1,11.4,12.4,9.2,8.9,22.1,39,12.5,70.8,20.3,33.2,56.9,"l",14.9,19.2,18.4,21.8,56.5,16.7,23.3,24.8,"l",21.5,NA,NA,NA,NA,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most","good","scar in left lear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23-sep-03","03-mar-04","26-apr-08","ath","26-jul-03",NA,NA,"",NA,"16-mar-04","talek","tk"
"204","p3r6",38,2,"G2",75.10326355,"y",NA,75.10440927,75.10211783,0.001620289,0.002157415,-0.127618866330765,75.1372952476882,NA,NA,NA,1014,"vgs",225,1999-03-05,"DNA_4","4","DNA","O","WB","200",NA,NA,NA,"orig samps, plates 1-4","1",NA,"vgs",NA,NA,0,NA,"srhill-200ms-srpt",753149,9836762,"m","adult",NA,47,NA,"imm",NA,"ok",47.3,2,NA,1999-03-05 07:40:00,1999-03-05 07:45:00,1999-03-05 07:48:00,0,"151.5704",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, ti, fl",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13,15.5,NA,10.2,28,50,NA,86.4,23.2,49,84,"r",18.3,26,24,26,79.5,24.5,30,41.9,"r",22.3,26.5,12.8,21,33.2,97.5,81,NA,NA,20,17.6,13.2,24.1,13.4,15,6.5,6.3,"rt upper i2 mostly gone","none","good","small scar on left shoulder and left hip","virus on testicles and ears",NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,"18-aug-97",NA,"25-jan-06","",NA,NA,NA,"snakebite?","23-jan-06",NA,"talek","tk"
"205","p3r6",39,2,"G3",69.06256097,"y",NA,69.31067818,68.81444376,0.350890723,0.508076617,-0.127618866330765,69.1008466298992,NA,NA,NA,1015,"gonz",206,1997-06-09,"DNA_4","6","DNA","O","WB","100",NA,NA,NA,"orig samps, plates 1-4","1",NA,"gonz",NA,NA,0,NA,"nnh",747834,9837647,"m","cub",9,NA,1,"natal","bado","bado",22.5,1.2,NA,1997-06-09 07:06:00,1997-06-09 07:11:00,1997-06-09 07:22:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ti, lf",0,0,0,"71.5",NA,NA,NA,NA,NA,NA,NA,9,12.3,NA,9.2,23.4,38.2,NA,76.5,22,34.5,59,NA,18.3,21.6,19.6,21,66,22.7,27,24.1,NA,23.4,NA,NA,NA,NA,62.1,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most - 4 incisors are adult, adult upper pm just starting to erupt","good","none","virus in armpit, legpit, lips",NA,NA,NA,NA,NA,NA,NA,NA,"costal 37.2/37.6, anal pad 42.5/49.5/42.9, belly 36.8/45.6/47.7/38.2/45.0",206,NA,276,NA,"03-oct-96","13-may-97","20-mar-99","hob","06-sep-96",0,NA,"",NA,"15-sep-97","talek","tk"
"206","p3r6",40,2,"G4",76.21877499,"y",NA,76.42142602,76.01612395,0.286591847,0.37601214,-0.127618866330765,76.2613146121103,NA,NA,NA,1021,"mrs",337,2001-08-16,"DNA_4","12","DNA","O","WB","400",NA,NA,NA,"orig samps, plates 1-4","1",NA,"mrs",337,NA,0,"saw","300m w rhino t",746395,9837753,"m","cub",8,NA,NA,"natal","bado","bado",16.4,1,NA,2001-08-16 07:37:00,2001-08-16 07:40:00,2001-08-16 07:57:00,0,NA,NA,0,2,3,NA,4,1,5,NA,NA,NA,NA,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"71/69",71,69,31.3,19000,4965000,"none",6.3,10,11.5,NA,8.5,21.5,37.5,NA,65,20.5,32.5,50,"l",16,19.5,19.5,20,53,19,15.5,23.9,"l",20.5,11.7,7,9.5,23.2,60.3,46.6,NA,NA,14.1,7.9,NA,8.3,4.5,4.4,1.2,1.4,"0",NA,"good","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,NA,223,NA,"14-feb-01","18-sep-01","31-dec-03","oke","05-jan-01",1,1,"",NA,"16-may-02","talek","tk"
"207","p3r6",41,2,"G5",77.38377468,"y",NA,77.53544385,77.2321055,0.214492602,0.27718033,-0.127618866330765,77.4305682643213,NA,NA,NA,1023,"mca",294,2001-04-20,"DNA_4","15","DNA","O","WB","500",NA,NA,NA,"orig samps, plates 1-4","1",NA,"mca",325,NA,0,"jk, sd","125m s nnh t",748029,9837363,"m","subadult",24,NA,NA,"natal","bado","bado",50.78,1.8,1.5,2001-04-20 07:19:00,2001-04-20 07:42:00,2001-04-20 07:49:00,0,NA,NA,0,2,2,NA,4,NA,5,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,"ti/lf",0,0,0,"59/59",59,59,37.06,21700,7770000,"both",6.8,12.7,17,NA,9.5,29.5,49.5,NA,95.5,23,45,74,"r",15.5,26,23,26,75,18,29.86,33.72,"l",22.24,30.36,13.22,20.38,36.02,99.4,81.92,NA,NA,20.8,19.32,14.82,19.04,19.82,20.32,2.98,2.24,"cav uplftpm4",NA,"good","mild rtup shoulder, mild virus on face muzzle","formerly number 294, first dart dose of 1.8 at 719 bounced out and mca a bit woozy, 2nd dose of 1.0 at 742, booster of 0.5 at 744",NA,NA,NA,NA,NA,NA,NA,NA,NA,325,294,734,NA,"22-may-99","05-dec-99","05-dec-01","gol","17-apr-99",1,2,"",NA,"13-apr-00","talek","tk"
"208","p3r6",42,2,"G6",77.09482492,"y",NA,77.30455744,76.88509241,0.296606566,0.384729541,-0.127618866330765,77.1458724665323,NA,NA,NA,1024,"back",417,2001-07-30,"DNA_4","16","DNA","R","WB","243",NA,1,"14-Jul-14","orig samps, plates 1-4","1",NA,"back",NA,NA,0,"jmk, img","250m downstream of road x of dali l",734454,9839567,"f","adult",NA,111,NA,"natal","lactating","lactating",55.8,2.1,0.7,2001-07-30 08:41:00,2001-07-30 08:47:00,2001-07-30 08:57:00,0,"150.21","478669",0,2,2,NA,4,1,6,NA,1,NA,NA,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"57/59",57,59,36.1,22125,8150000,"hooks, straight",7.9,13,16,NA,9,28.5,54,NA,88,22.5,50,82,"l",20,25.5,26,26.5,75.5,22,15.6,NA,"l",20.76,24.74,14.4,20.9,36.2,95.94,81.8,NA,NA,20.9,20.1,13.94,NA,15.2,14.28,8.8,9.1,"broken lolftcan lortcan, no uprtcan, cavity lolftcan uprti3",NA,"good - fat","mild crown","originally darted @ 0751, telazol dose=2.1ml, booster 0.7ml @ 0913",NA,NA,NA,NA,NA,NA,NA,NA,NA,417,NA,3329.7,NA,"09-may-01",NA,"09-feb-04","",NA,NA,NA,"","10-feb-04",NA,"mara.river",""
"209","p3r6",43,2,"G7",75.36172351,"y",NA,75.63724613,75.08620088,0.38964783,0.517036782,-0.127618866330765,75.4170250187433,NA,NA,NA,1027,"sco",278,1999-10-25,"DNA_4","19","DNA","O","WB","300",NA,NA,NA,"orig samps, plates 1-4","1",NA,"sco",NA,NA,0,NA,"srpt",753130,9836987,"m","subadult",22,NA,2,"natal",NA,"bado",46.4,NA,NA,1999-10-25 06:21:00,1999-10-25 06:27:00,1999-10-25 06:32:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, ti",0,0,0,"62/60",62,60,NA,NA,NA,NA,NA,11.5,16,NA,8.5,28.5,48.5,NA,87,27,49,83,"r",19,25.5,24.5,27,76,24.5,24.4,31.7,"l",22.4,28,14.3,19.7,37.4,95.1,77.6,NA,NA,21.7,19.6,13.4,27.2,20.3,21.8,3.1,3,"0","none","fat","scarring on back of ears","virus on muzzle;",NA,NA,NA,NA,NA,"99.5","26","94",NA,278,NA,679,NA,"23-mar-98","14-oct-98","24-jul-02","hob","15-dec-97",1,NA,"",NA,"11-jan-99","talek","tk"
"210","p3r6",44,2,"G8",76.86572917,"y",NA,76.86090346,76.87055489,0.006824592,0.008878589,-0.127618866330765,76.9252846409543,NA,NA,NA,1028,"hml",230,2001-12-09,"DNA_4","20","DNA","O","WB","400",NA,NA,NA,"orig samps, plates 1-4","1",NA,"hml",NA,NA,0,"saw, smd","lb x",744307,9838557,"f","adult",54,NA,NA,"natal","lactating","lactating",51,2.3,0.5,2001-12-09 18:11:00,2001-12-09 18:15:00,2001-12-09 18:19:30,0,"150.14","476687",0,2,2,NA,4,1,4,NA,1,NA,2,3,1,0,0,NA,NA,NA,"lf",0,0,0,NA,NA,NA,23.2,14200,6625000,"none",6.5,13,16.5,NA,8.5,28.5,51,NA,100,24.5,45,81,"l",17.5,23,23.5,26,77,21,31.3,NA,"l",20.13,27.71,14.59,20.1,32.94,95.4,80.28,NA,NA,20.09,19.48,13.35,24.68,16.65,16.6,5,5,NA,"none","fat - possibly funny fat!","hind right foot is broken & swollen & she's not using it! left ear is tattered, scapula is bumpy, mild scarring on shoulders","get location/utms from sofi, radiocollar freq 150.140, radiocollar serial number 476687, poop collected just prior to darting",NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,1652,NA,"20-jul-97","23-nov-97","01-oct-12","ger","01-jun-97",1,2,"",NA,"20-oct-98","talek","tk"
"211","p3r6",45,2,"G9",75.62877066,"y",NA,76.00300712,75.25453421,0.529250266,0.699800171,-0.127618866330765,75.6925800931654,NA,NA,NA,1038,"hrlm",765,2008-09-20,"DNA_4","31","DNA","O","WB","200",NA,NA,NA,"orig samps, plates 1-4","1",NA,"hrlm",765,765,0,"asf,ljc,adw","200m se-t-marsh",743967,9839944,"m","adult",NA,79,NA,"immigrant","ok","ok",48,2.2,0.6,2008-09-20 17:29:00,2008-09-20 17:33:00,2008-09-20 17:47:00,0,NA,NA,0,2,3,0,5,1,5,0,1,"1-semen",2,3,1,0,NA,NA,NA,NA,"ti,lf",0,0,0,"93/97",93,97,36,NA,NA,NA,7,12.5,19.2,11.5,9.7,30.4,54.2,17.7,95,23.5,49.5,80,"r",19.5,26.5,25.5,30,79,23.5,31.85,38.94,"l",20.28,27.58,13.9,21.58,33.52,99.92,84.24,NA,NA,22.05,20.39,13.63,26,13.74,14.065,7.37,7,"1","none","normal","3 old scars 1.5 inches in diameter/length on rt flank","collected semen & blood pressure data; semen contaminated by urine; very long penis!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"04-oct-04",NA,"26-aug-13","",NA,NA,NA,"",NA,NA,"talek","tk"
