"","X1","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park","grad.age.mon","wean.age.mon","age.mon","age.cat","rank_year","hum.pres","lit.size","samp_year","dna_extrct_mth","mom.absrank","mom.strank","mom.strank.quart.order","mom.strank.quart","absrank","strank","strank.quart.order","strank.quart","prim.prey.3.6","prim.prey.6.9","prim.prey.birth.3","prim.prey.gest","prim.prey.peri.concpt","num.transects.3.6","num.transects.6.9","num.transects.birth.3","num.transects.gest","num.transects.peri.concpt","age.inter","samp_year_cnt"
"172",172,"p3r5",44,2,"G8",76.02867007,"y",NA,76.94952687,75.10781328,1.302288168,1.712890896,-0.056302977492591,76.0549447928299,NA,NA,NA,910,"alls",673,2013-02-28,"DNA_2",31,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"allstar",NA,673,0,"jmp, dsg","240m nw talek marsh",744014,9840004,"f",NA,"natal","bado","bado",29,1.8,NA,2013-02-28 00:56:00,2013-02-28 01:02:00,2013-02-28 01:09:00,0,NA,NA,0,2,0,1,3,1,2,0,1,"1 hair",1,2,1,0,NA,NA,NA,NA,"ti",0,0,0,"54/59",54,NA,43,NA,NA,NA,NA,13,16,9.8,11.45,25,43.8,NA,87.6,23.2,37,63.6,"r",20,26,23.8,25,70.7,24.4,2.62,NA,"r",22.41,21.7,14.79,21.45,35.27,95.81,79.66,NA,NA,22.6,21.68,14.17,25.23,21.75,21.26,1.8,2.37,"tarter back molars","none","good","scab on right shoulder","4 ticks collected",2,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2012-01-06,2012-07-04,2013-05-04,"hex",2011-11-16,1,1,NA,NA,2012-09-23,"talek",NA,231,312,15.4,"subadult",2011,"hi","twin",2013,"old",30,-0.757575758,1,"Q1 (lowest)",NA,NA,NA,NA,-0.623174460750682,-0.278876954463415,0.237897011591363,-0.388700385342753,0.109347311395272,14,18,18,13,14,"subadult",6.60266666666666
"173",173,"p3r5",45,2,"G9",75.00948972,"y",NA,74.84448627,75.17449318,0.233350124,0.311094136,-0.056302977492591,75.0376412087463,NA,"low 230","not enough DNA in HpaII rxn",911,"lust",676,2013-03-14,"DNA_2",33,"DNA","O","WB",700,NA,NA,NA,"orig samps, plates 1-4",1,NA,"lust",NA,676,0,"wnk,bmp,dsg","110 se vulture xing",747842,9837219,"f",NA,"natal","bado","bado",33.2,2,NA,2013-03-14 01:25:00,2013-03-14 01:29:00,2013-03-14 02:12:00,0,NA,NA,0,1,0,1,0,1,4,0,1,"1 hair",1,3,1,0,NA,NA,NA,NA,"1 tapeworm,exiting anus",0,0,0,"63/",63,NA,27.36,NA,NA,NA,NA,12.3,16.2,11,8.7,25.2,42.9,NA,81.3,21.5,39.5,63.1,"r",17.3,25.5,23.6,24.2,74.4,23.6,NA,NA,"r",20.94,24.83,14.15,21.09,37.61,94.43,75.52,NA,NA,22.31,19.05,14.18,24.86,19.64,19.37,2.25,2.4,"none","none","good","none",NA,1.5,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2011-12-23,2012-07-07,NA,"arg",2011-09-06,1,2,NA,NA,2012-06-10,"talek",NA,305,278,18.2,"subadult",2011,"hi","twin",2013,"old",28,-0.636363636,1,"Q1 (lowest)",NA,NA,NA,NA,0.0720433573650407,-0.578118880439565,-0.120775615583063,0.390792991267393,-0.663127857141986,18,14,16,10,18,"subadult",6.60266666666666
"174",174,"p3r6",11,1,"A11",66.26418377,"y",NA,66.72771986,65.80064769,0.655539018,0.989281057,-0.127618866330765,66.1833584879905,NA,"low 230",NA,945,"darw",208,1997-06-11,"DNA_2",80,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"darw",NA,NA,0,NA,"doc bushes w-nnh",747365,9837679,"m",1,"natal","bado","bado",29.6,1.2,NA,1997-06-11 00:52:00,1997-06-11 01:02:00,1997-06-11 01:18:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf",0,0,0,"58",NA,58,NA,NA,NA,NA,NA,10.8,13.5,NA,9.9,23.5,43,NA,79,20.3,36.8,61.8,"r",18,22.5,21.3,22.5,62.5,21.3,35.2,28,NA,23.5,NA,NA,NA,NA,79,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most","very good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tail 43.4/40.7/41.0; belly 40.7/37.4; costal 37.4/37.2; legpit 42.7/43.8; armpit 43.5/43.4",208,NA,345,NA,1996-08-20,1997-01-02,2002-03-25,"jb",1996-07-01,0,NA,NA,NA,1997-06-01,"talek","tk",185,335,11.3,"cub",1996,"low","single",1997,"old",2,0.925925926,4,"Q4",NA,NA,NA,NA,0.571278497392724,-0.153495453174464,3.66008532742355,2.54725674013415,0.51257262894976,14,14,14,12,14,"cub",-9.39733333333334
"175",175,"p3r6",3,1,"A3",78.96434121,"y",NA,79.45290297,78.47577946,0.690930657,0.874990719,-0.127618866330765,78.8494842303023,NA,"low 230",NA,915,"bnt",690,2013-05-07,"DNA_2",46,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"bonnet",NA,690,0,"jmp,bp,keh","intersection of ft road and main talek rd",744798,9838858,"f",NA,"natal","bado","bado",36.8,1.6,NA,2013-05-07 01:40:00,2013-05-07 01:46:00,2013-05-07 01:50:00,0,NA,NA,0,2,0,1,5,1,5,0,1,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,NA,NA,NA,38.37,NA,NA,NA,NA,11.3,16.5,12.1,8.9,24.8,45,NA,85.5,24.6,44.8,70.7,"r",16,24.5,20.5,25,69.8,20.3,3.14,NA,"l",20.95,25.86,13.79,17.27,33.06,91.13,75.76,NA,NA,19.09,19.11,12.24,24.3,19.48,18.89,2.19,3.84,"none","none","good","none","adult teeth still errupting",1,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2012-02-04,2012-07-21,NA,"mono",2011-09-25,0,NA,NA,NA,2012-09-20,"talek",NA,300,361,19.4,"subadult",2011,"hi","single",2013,"old",12,0.333333333,3,"Q3",NA,NA,NA,NA,-0.0973176225408357,-0.90661686000496,0.10206728283154,0.0789927920923725,-0.757475114314228,18,13,16,14,15,"subadult",6.60266666666666
"176",176,"p3r6",4,1,"A4",76.47960893,"y",NA,76.68192774,76.27729012,0.286122002,0.37411541,-0.127618866330765,76.3690059125133,NA,NA,NA,918,"gsmk",660,2013-05-24,"DNA_2",49,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"great smokey",NA,660,0,"bkp,keh,skm,dww","@cheetah tree",NA,NA,"f",NA,"natal","bado","bado",36.2,1.8,NA,2013-05-24 00:39:00,2013-05-24 00:44:00,2013-05-24 00:59:00,0,NA,NA,0,1,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"74/76",74,NA,34.19,NA,NA,NA,NA,10.5,15,11.1,9,27,47,NA,84,24.5,41,66,"r",18.7,24.3,21.3,23.7,73.6,21.7,4,NA,"r",20.95,24.68,13.5,18.13,33.33,83.96,76.73,NA,NA,19.51,17.98,14.46,25.41,18.55,NA,2.39,NA,"none","adult teeth erupting","good","2, 1/2 $ sized wounds in front of right hip",NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2012-01-10,2012-07-18,2013-08-17,"sbl",2011-12-02,1,2,NA,NA,2012-10-13,"talek",NA,229,316,17.7,"subadult",2011,"hi","twin",2013,"old",NA,NA,NA,NA,NA,NA,NA,NA,-0.62176507672927,0.192445911908542,0.146835353260805,-0.378512436321542,0.387379313815099,14,18,18,16,11,"subadult",6.60266666666666
"177",177,"p3r6",6,1,"A6",75.19219922,"y",NA,74.46814035,75.91625809,1.023973877,1.361808656,-0.127618866330765,75.0901041269354,NA,NA,NA,930,"rub",261,2000-12-30,"DNA_2",63,"DNA","O","WB",300,NA,NA,NA,"orig samps, plates 1-4",1,NA,"rub",320,NA,0,NA,"t-stop",745232,9837850,"m",NA,"natal","natal male","ok",48.8,2,2,2000-12-30 01:02:00,2000-12-30 01:07:00,2000-12-30 01:12:00,0,"281",NA,0,2,2,NA,4,NA,5,NA,1,NA,2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"59/60",59,60,41.51,10000,6585000,"straight",7,11.5,16.5,NA,9,29,49,NA,98,24.5,47,75,"r",17,44.5,23.5,26,79,21.5,34.78,35.7,"r",22.3,30.08,13.96,19.88,35.3,96.54,80.32,NA,NA,20.3,20.12,14.72,21.94,18.34,18.48,4.34,3.58,"cavities: upp4",NA,"good","none","attempted to do gnrh but couldn't get blood after minute 35 - 13 additional plasma samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,320,261,1144,NA,1997-12-15,1998-10-02,2003-09-13,"gol",1997-11-12,1,1,NA,NA,1999-01-22,"talek","tk",324,436,37.6,"adult",1997,"low","twin",2000,"old",24,-0.84,1,"Q1 (lowest)",NA,NA,NA,NA,-0.191480134993363,-0.387954532109496,-0.187839710603572,-0.427790538366038,0.889289615442797,10,12,12,12,12,"adult",-6.39733333333334
"178",178,"p3r6",7,1,"A7",74.56078637,"y",NA,75.47487896,73.64669379,1.292722134,1.73378286,-0.127618866330765,74.4629452391464,"poor quality",NA,NA,934,"ome",224,2000-04-11,"DNA_2",67,"DNA","O","WB",100,NA,NA,NA,"orig samps, plates 1-4",1,NA,"ome",NA,NA,0,"ae kn","200m n - lone t",748225,9836930,"m",NA,"natal",NA,"ok",50.4,1.9,NA,2000-04-11 01:50:00,2000-04-11 01:53:00,2000-04-11 02:00:00,0,NA,NA,0,4,3,NA,7,1,NA,NA,NA,NA,NA,7,1,0,NA,NA,NA,NA,"ti, fl, lf",0,0,0,"59/57",59,57,38,12475,7985000,"? tapers",6.7,13,16.5,NA,9,30,51.5,NA,96.5,22.5,52,86.5,"l",19.5,24,26,30.5,81,23,32.9,31.1,"l",22,28,14.2,20.8,32.5,96.8,82,NA,NA,19.7,19.7,13.5,27,19.9,19.3,5.3,5.4,"0",NA,"good","mild lft shoulder elbow","gum very inflamed rtuppm3, big mole ~1.5cm in lft armpit, in process of dispersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,1164,NA,1997-03-22,1997-07-05,2000-06-20,"sx",1997-02-02,1,1,NA,NA,1998-07-29,"talek","tk",153,542,38.2,"adult",1997,"low","twin",2000,"old",15,-0.12,2,"Q2",NA,NA,NA,NA,1.24825262234244,-0.509656829390536,-0.0223797386369604,-0.0179047361548126,1.43485720366177,12,12,12,12,12,"adult",-6.39733333333334
"179",179,"p3r6",8,1,"A8",64.18512697,"y",NA,65.89944665,62.47080729,2.424414143,3.777221075,-0.127618866330765,64.0915398013574,NA,"low 280; low 230",NA,936,"mdsn",717,2003-09-22,"DNA_2",70,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"madison",717,0,0,"saw,jes","300m w dream camp",745845,9839069,"m",NA,"natal","bado","bado",19.8,1.1,NA,2003-09-22 00:27:00,2003-09-22 00:31:00,2003-09-22 00:45:00,0,NA,NA,0,2,2,0,4,1,4,0,1,NA,NA,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"76/75",76,75,33.1,NA,NA,NA,6.8,12,13,8.5,8.5,21.5,40,13,66.5,16.5,32,58,"r",15.5,20,17,19,58,19.5,19.6,27.8,"r",20.2,12.4,5.9,9.4,20.7,55.6,50.7,68,16.3,13.2,8.3,NA,NA,3.7,5,0.9,2.1,"0","most","good","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,2003-01-06,2003-09-22,2004-12-23,"nav",2002-11-20,1,NA,NA,NA,2004-02-11,"talek","tk",306,448,10.1,"cub",2002,"med",NA,2003,"old",12,-0.466666667,1,"Q1 (lowest)",NA,NA,NA,NA,-1.38999681706516,-0.991921119446126,-0.645025562221949,-0.676746210064823,-0.481489785854711,12,12,9,12,12,"cub",-3.39733333333334
"180",180,"p3r6",13,1,"C1",74.02470191,"y",NA,75.66893279,72.38047104,2.325293599,3.141240071,-0.127618866330765,73.9523845524126,NA,NA,NA,951,"mtn",1021,2015-05-18,"DNA_3",6,"DNA","R","WB",245,NA,NA,NA,"orig samps, plates 1-4",1,NA,"martin",NA,1021,0,"tmm,mhm","200m w monolith",726256,9842274,"f",NA,"natal","active","lactating",62.8,3,1.5,2015-05-18 01:13:00,2015-05-18 01:18:00,2015-05-18 01:29:00,0,"150.79",NA,0,5,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"51/47",51,47,35.3,NA,NA,NA,NA,13,19.5,11.5,9.5,32,57.5,NA,98.5,28,48,81.5,"r",19,27.5,25.5,26,77.5,25,41.2,NA,"l",22.4,27.9,14.8,22.5,35.1,99.7,85.8,NA,NA,21.8,20.2,15,28.4,13.4,13.6,10.5,11.4,"upper pm3 cavity,bad lower left pm3 cavity, extra tooth behind left ower pm3 cavity lower right pm3",NA,"good","a lot of scarring along her spine","1 each pax rna and dna",1,"6 bacterial swabs collected",NA,NA,"1 each pax rna and dna",NA,NA,NA,NA,NA,NA,0,NA,2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"serena.s","tr",NA,NA,NA,"adult",NA,"low",NA,2015,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",8.60266666666666
"181",181,"p3r6",22,1,"C10",76.85748701,"y",NA,77.0878548,76.62711921,0.325789257,0.423887469,-0.127618866330765,76.8234553123118,NA,NA,NA,977,"xena",688,2014-10-31,"DNA_3",35,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"xena",NA,688,0,"cmo,bmp,al","cash den",747527,9836794,"m",NA,"natal","bado","bado",53.4,2.4,NA,2014-10-31 00:57:00,2014-10-31 01:00:00,2014-10-31 01:06:00,0,NA,NA,0,6,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"78/75",78,75,44.93,NA,NA,NA,NA,13.5,17,13,9.9,29,49.3,NA,96.5,27.7,51,83.2,"r",19.2,26.2,24.8,26.5,77,23.1,34.73,43.67,"r",21.73,30.45,14.86,20.19,37.15,96.61,78.84,NA,NA,20.33,19.68,13.3,21.78,18.74,18.83,2.87,2.87,"none noted","none noted","good","wound right rear thigh, virus on face",NA,1,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2012-01-17,2012-08-17,2014-11-03,"loki",2011-11-25,0,NA,NA,NA,2013-03-22,"talek",NA,266,483,35.2,"adult",2011,"hi","single",2014,"old",4,0.818181818,4,"Q4",NA,NA,NA,NA,-0.485642069994931,0.049221473535513,0.0929896156765332,-0.388700385342753,0.387379313815099,12,21,21,13,11,"adult",7.60266666666666
"182",182,"p3r6",23,1,"C11",76.25651667,"y",NA,77.44788676,75.06514658,1.68485174,2.209452796,-0.127618866330765,76.2267389345228,NA,"low 230",NA,978,"saki",593,2015-05-06,"DNA_3",36,"DNA","R","WB",245,NA,NA,NA,"orig samps, plates 1-4",1,NA,"sabaki river",NA,593,0,"keh,wnk,bmp,cmo","210m w dream camp",745980,9839028,"m",NA,"natal","bado","bado",40.6,2.1,NA,2015-05-06 00:50:00,2015-05-06 00:57:00,2015-05-06 01:10:00,0,NA,NA,0,3,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"57/89",57,89,36.6,NA,NA,NA,NA,13.5,18,10,10.5,25,47,NA,84,22.5,44.5,71.5,"l",18.6,25,25,26,72,24.5,27.38,36.72,"l",19.91,24.67,12.45,20.1,32.87,89.82,73.63,NA,NA,20.56,18.54,13.13,24.57,16.3,19.89,1.37,1.23,"none","not noted","good","dime sized healing wound on neck, left shallow c scoop, little cuts below both hind legs close to testes.","could not get paste",2,NA,NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2014-01-04,NA,2015-05-07,"ted",2013-11-27,1,NA,NA,NA,NA,"talek",NA,NA,NA,17.2,"subadult",2013,"hi",NA,2015,"old",13,0.4,3,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",8.60266666666666
"183",183,"p3r6",24,1,"C12",77.05762139,"y",NA,77.87390207,76.24134072,1.154395205,1.498093484,-0.127618866330765,77.0320976167338,NA,NA,NA,979,"taj",1071,2015-02-02,"DNA_3",46,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"taj",NA,1071,0,"tmm,mhm,","730m nw lonely tube",725723,9840708,"f",NA,"natal","lactating","lactating",62.6,2.7,1.4,2015-02-02 00:51:00,2015-02-02 01:03:00,2015-02-02 01:11:00,0,"150.6199",NA,0,7,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,NA,0,0,0,"69/67",69,67,37.37,NA,NA,NA,NA,13.8,19.5,11,6.5,30.5,55.4,NA,108,24,49.5,85,"r",18,21,27,28,74,22,30.96,NA,"l",20.15,24.45,13.06,21.67,38.38,98.44,80.18,NA,NA,22.37,20.46,13.3,23.58,12.57,12.97,10.7,10.17,"lower l caqnine, upper r canine, upper l pm4","none","gaunt","lg scar under neck,few small back scars, wound on back thigh under tail","2 pan gene dna",2,"6 bacterial swabs taken",NA,NA,"2 pax dna",NA,NA,NA,NA,NA,NA,0,NA,2008-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"serena.s","tr",NA,NA,39,"adult",NA,"low",NA,2015,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",8.60266666666666
"184",184,"p3r6",14,1,"C2",78.37648547,"y",NA,79.01004519,77.74292574,0.895988752,1.143185672,-0.127618866330765,78.3084220746236,NA,NA,NA,952,"tira",568,2015-05-08,"DNA_3",7,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"tierra",NA,568,0,"bmp,cmo,att,keh","dave's den",NA,NA,"m",NA,"natal","bado","bado",36.2,1.8,NA,2015-05-08 01:21:00,2015-05-08 01:27:00,2015-05-08 01:36:00,0,NA,NA,0,2,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"69/65",69,65,33.3,NA,NA,NA,NA,12.4,14.5,11.1,9.1,24.5,45.1,NA,80.5,23.6,43.4,68.2,"r",18.9,24.5,22.2,23.8,69,22.4,28.63,36.34,"l",22.55,17.01,NA,12.8,35.14,87.39,70.9,NA,NA,19.53,14.96,12.59,16.92,18.92,18.8,0.5,0.5,"lower left canine badly discolored","adult teeth still errupting,","good","none","upper pm2 still deciduous w/ adult pm2 coming in beside it, virus on face, 2 rna tubes taken",1,NA,NA,NA,"2 rna tubes, 6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2014-05-20,NA,NA,"hel",2014-04-29,1,2,NA,NA,NA,"talek",NA,NA,NA,12.3,"subadult",2014,"hi","twin",2015,"old",1,1,4,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",8.60266666666666
"185",185,"p3r6",15,1,"C3",76.19711172,"y",NA,75.17791789,77.21630556,1.441357743,1.891617294,-0.127618866330765,76.1333022868346,NA,"low 230",NA,953,"meko",577,2015-01-17,"DNA_3",8,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"meeko",NA,577,0,"bmp,att,mtf,cmo","260m nw toadstool x",743279,9836621,"m",NA,"natal","bado","bado",30.8,1.9,NA,2015-01-17 01:51:00,2015-01-17 01:56:00,2015-01-17 02:07:00,0,NA,NA,0,5,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"63/72",63,72,37.55,NA,NA,NA,NA,13,15.5,10.3,9.4,24.1,43.4,NA,81.1,18.7,40.5,67.3,"l",18.1,23,25.3,22.5,66.7,23.2,7.72,13.54,"l",21.54,NA,4.08,5.56,4.33,42.46,35.09,NA,NA,10.74,4.74,4.87,6.25,NA,NA,NA,NA,"none, most teeth still errupting","adult teeth still errupting","good","one old wound on right thigh",NA,1,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2014-03-18,NA,NA,"juno",2014-01-21,1,2,NA,NA,NA,"talek",NA,NA,NA,11.9,"cub",2014,"hi","twin",2015,"old",5,0.8,4,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cub",8.60266666666666
"186",186,"p3r6",16,1,"C4",77.62252074,"y",NA,78.13561389,77.10942758,0.725623293,0.934810267,-0.127618866330765,77.5629652690456,NA,NA,NA,956,"chco",694,2015-01-20,"DNA_3",11,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"chicos",NA,694,0,"wnk,cmo,bmp","balloon tree",748126,9835148,"f",NA,"natal","bado","bado",48.4,2.3,NA,2015-01-20 01:01:00,2015-01-20 01:06:00,2015-01-20 01:13:00,0,NA,NA,0,5,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"56/58",56,58,38.2,NA,NA,NA,NA,12.5,16.6,10.7,9.8,27,49.2,NA,95.6,27.3,47,77.9,"l",19.8,24.1,23.8,28,80.2,24,5.32,NA,"l",2.69,26.73,13.23,20.36,35.59,94.94,77.57,NA,NA,20.64,20.05,12.82,24.42,18.43,17.92,2.63,2.78,"none","not  noted","good","virus on face, nose, and base of right ear",NA,1,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2013-02-12,2013-12-26,NA,"ffl",2013-01-22,NA,NA,NA,NA,2013-11-17,"talek","tk",338,299,23.9,"subadult",2013,"hi",NA,2015,"old",28,-0.35,1,"Q1 (lowest)",NA,NA,NA,NA,NA,NA,NA,-0.07028803367061,0.551985103564893,NA,NA,NA,12,16,"subadult",8.60266666666666
"187",187,"p3r6",18,1,"C6",79.03663998,"y",NA,78.97186934,79.10141062,0.091599516,0.115895002,-0.127618866330765,78.9855924334677,NA,"low 230",NA,959,"merl",533,2014-08-04,"DNA_3",15,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"merrell",NA,533,0,"bmp,scj, 2 guests","main doc x",747667,9836658,"f",NA,"natal","bado","bado",39.6,1.8,NA,2014-08-04 02:14:00,2014-08-04 02:17:00,2014-08-04 02:28:00,0,NA,NA,0,5,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"72/65",72,65,59.5,NA,NA,NA,NA,13.4,14.5,9,8.9,24.5,44.6,NA,78,24.2,44.5,74.5,"r",20,24.2,19.6,23.5,70,24,3.4,NA,"l",22.36,19.09,14.71,18.85,37.02,94.52,77.47,NA,NA,21.12,18.62,14.82,22.15,21.7,20.52,0.91,1.18,"none","none noted","healthy","wounds on inside and outside ears, red lesion on anus",NA,2,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2013-08-23,NA,NA,"hex",2013-07-21,1,NA,NA,NA,NA,"talek","tk",NA,NA,12.5,"subadult",2013,"hi",NA,2014,"old",37,-0.75,1,"Q1 (lowest)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",7.60266666666666
"188",188,"p3r6",19,1,"C7",79.17263364,"y",NA,79.90613688,78.43913041,1.037330219,1.310213102,-0.127618866330765,79.1258400556787,NA,NA,NA,967,"maa",701,2014-07-30,"DNA_3",24,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"maasai",NA,701,0,"bmp,sgj,att","milkyway",742801,9835831,"f",NA,"natal","bado","bado",49,2.1,1,2014-07-30 01:00:00,2014-07-30 01:09:00,2014-07-30 01:17:00,0,NA,NA,0,5,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"79/79",79,79,64.7,NA,NA,NA,NA,13.5,18,10,10.4,27.5,50,NA,88.5,25,52,85.2,"r",20.8,25.8,22,26.1,75,24.9,11.53,NA,"r",21.95,24.92,14.01,19.94,34.47,96.08,78.43,NA,NA,22.43,20.12,12.86,22.73,19.41,19.54,2.16,1.87,"none","none noted","good, fat and bloody","none noted",NA,1,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2012-12-29,2013-07-29,NA,"art",2012-10-12,NA,NA,NA,NA,2013-09-16,"talek","tk",290,339,21.6,"subadult",2012,"hi",NA,2014,"old",20,0.073170732,2,"Q2",NA,NA,NA,NA,NA,NA,0.230061809427314,0.492607400459607,-0.816180800304019,NA,NA,13,18,16,"subadult",7.60266666666666
